A_id,Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,Quality
1443,low,very_low,very_low,low,very_high,very_high,medium,bad
1444,low,medium,low,medium,very_low,high,low,bad
1445,very_high,very_low,very_high,very_high,very_low,very_low,low,bad
1446,high,very_high,low,low,very_low,medium,medium,good
1447,low,very_high,very_high,low,high,very_low,very_low,good
1448,medium,very_high,medium,medium,low,low,high,bad
1449,low,medium,medium,very_high,medium,high,low,good
1450,very_high,low,very_high,very_high,very_low,very_low,medium,bad
1451,very_high,very_high,low,low,very_high,low,high,good
1452,very_high,very_low,low,medium,high,low,medium,good
1453,very_low,low,medium,very_high,low,very_high,very_low,bad
1454,high,high,low,high,medium,high,very_low,good
1455,very_low,low,very_low,medium,medium,very_high,very_low,bad
1456,high,high,medium,very_low,very_high,low,very_high,good
1457,high,high,medium,high,very_low,low,medium,bad
1458,very_high,very_low,very_high,medium,low,very_high,medium,good
1459,very_high,low,very_low,high,high,low,very_high,good
1460,very_high,medium,very_low,high,very_low,very_high,medium,bad
1461,high,very_low,low,high,medium,low,very_high,good
1462,high,high,very_high,low,low,high,very_low,good
1463,high,very_low,very_low,very_high,high,low,low,good
1464,medium,very_high,high,very_low,low,medium,very_low,good
1465,very_low,very_low,very_high,high,high,high,very_high,bad
1466,very_high,medium,high,very_high,high,very_low,very_high,good
1467,medium,very_high,high,very_high,medium,very_low,high,good
1468,very_high,very_low,very_high,high,high,high,very_low,good
1469,low,very_low,medium,medium,very_high,very_high,very_high,bad
1470,very_high,low,low,very_low,very_high,medium,very_high,good
1471,very_high,high,high,very_high,very_low,very_low,high,bad
1472,high,very_low,very_high,low,very_low,very_high,low,good
1473,very_low,very_high,high,medium,high,very_low,low,good
1474,high,low,very_low,very_high,high,very_high,medium,bad
1475,low,high,medium,high,very_low,medium,very_high,bad
1476,very_high,high,very_low,very_high,very_low,medium,very_low,good
1477,very_high,very_low,low,low,high,low,high,good
1478,very_high,very_high,high,medium,very_high,very_low,very_high,good
1479,low,high,high,high,high,medium,medium,good
1480,medium,very_high,high,very_low,very_high,medium,high,good
1481,low,very_high,low,low,medium,very_low,medium,good
1482,high,very_high,high,medium,high,low,very_high,bad
1483,low,low,very_high,medium,high,medium,very_low,bad
1484,medium,medium,very_low,low,very_high,very_high,very_high,bad
1485,high,low,very_high,very_low,very_high,very_low,very_high,good
1486,very_high,high,low,high,low,low,high,bad
1487,very_low,medium,high,high,low,high,high,bad
1488,very_low,medium,very_high,very_low,medium,medium,medium,good
1489,low,very_low,very_low,very_high,low,very_high,low,bad
1490,medium,high,low,high,medium,low,low,bad
1491,low,very_high,low,very_high,very_low,very_low,low,good
1492,high,low,medium,very_high,low,very_low,high,good
1493,very_low,low,medium,low,very_low,very_high,very_low,bad
1494,very_high,very_high,medium,very_low,high,low,very_high,good
1495,medium,medium,high,very_high,high,very_low,high,good
1496,high,medium,very_low,high,very_low,very_high,medium,bad
1497,very_high,very_high,low,low,low,very_low,low,bad
1498,very_high,very_high,low,medium,low,high,medium,good
1499,low,medium,high,medium,very_low,medium,medium,bad
1500,low,medium,very_low,medium,low,very_high,low,bad
1501,high,high,low,very_high,very_low,very_low,high,good
1502,high,very_low,very_low,very_high,very_high,low,very_high,good
1503,high,low,medium,high,very_high,very_low,medium,good
1504,very_low,medium,very_high,medium,very_high,medium,very_high,bad
1505,very_high,high,low,medium,high,low,medium,bad
1506,high,medium,high,very_high,medium,very_low,medium,good
1507,high,very_low,low,high,medium,low,high,good
1508,very_low,medium,very_high,high,low,low,very_high,bad
1509,very_high,medium,very_low,very_high,very_low,medium,high,bad
1510,very_high,very_low,low,medium,very_high,low,very_high,good
1511,high,high,very_low,very_high,very_low,low,low,good
1512,high,low,very_low,very_low,very_high,very_low,very_high,bad
1513,low,low,high,high,very_low,high,high,bad
1514,high,very_high,low,very_high,very_low,very_low,very_high,good
1515,very_low,very_high,low,low,very_low,high,high,bad
1516,very_low,very_high,high,low,very_high,very_low,very_low,good
1517,medium,medium,medium,high,medium,low,very_high,bad
1518,medium,medium,low,low,very_high,medium,very_high,bad
1519,high,medium,very_high,very_high,low,high,high,good
1520,low,medium,very_low,low,medium,very_high,very_low,bad
1521,low,very_low,medium,very_low,very_high,low,very_high,bad
1522,very_high,low,very_low,medium,very_high,low,high,good
1523,very_high,very_low,very_high,high,high,very_high,low,good
1524,low,medium,low,medium,medium,high,very_low,bad
1525,very_high,very_high,very_low,very_high,very_low,medium,high,good
1526,very_high,high,very_low,very_high,very_low,very_low,medium,bad
1527,very_low,medium,high,very_high,medium,high,very_high,bad
1528,medium,medium,medium,high,very_low,low,medium,bad
1529,high,low,very_high,high,very_low,very_low,low,bad
1530,medium,very_low,medium,very_high,high,very_low,low,good
1531,high,low,medium,very_low,high,low,medium,good
1532,very_high,low,very_low,very_low,high,very_low,very_high,bad
1533,high,very_low,high,very_low,very_low,very_high,low,good
1534,very_high,very_low,very_low,low,very_high,medium,high,good
1535,high,low,high,medium,high,high,very_low,good
1536,medium,low,high,medium,low,high,medium,bad
1537,low,high,very_low,very_low,very_low,high,low,bad
1538,very_low,low,medium,low,very_high,very_high,very_high,bad
1539,low,very_high,low,low,low,high,high,bad
1540,low,high,very_low,high,low,very_high,medium,bad
1541,high,very_low,very_high,very_high,very_high,very_low,very_high,good
1542,medium,very_high,very_high,very_high,low,very_low,medium,bad
1543,high,very_low,very_high,very_high,very_high,high,high,good
1544,medium,high,medium,medium,medium,very_low,very_low,good
1545,very_low,low,medium,high,low,very_high,low,bad
1546,low,very_high,very_low,high,very_high,very_low,very_low,good
1547,medium,very_high,low,very_low,very_low,high,very_low,good
1548,very_high,very_low,very_low,very_low,very_high,high,high,good
1549,medium,medium,high,medium,low,high,very_low,good
1550,very_high,medium,medium,low,high,low,very_high,good
1551,very_high,very_low,high,very_low,very_high,medium,very_high,good
1552,medium,low,high,high,medium,high,high,good
1553,very_high,high,high,medium,very_high,very_low,high,good
1554,low,low,medium,medium,very_low,medium,very_low,bad
1555,high,very_high,very_low,low,very_low,low,high,bad
1556,low,very_low,very_high,medium,very_high,medium,low,good
1557,very_high,high,low,low,high,high,high,good
1558,medium,very_low,high,high,very_low,very_low,very_low,bad
1559,high,high,high,very_low,very_high,very_low,very_high,good
1560,very_high,low,high,high,high,high,very_low,good
1561,high,very_low,very_low,very_low,high,medium,medium,good
1562,very_high,high,low,very_low,medium,medium,very_high,good
1563,low,high,high,very_low,very_low,high,high,bad
1564,very_high,medium,very_high,very_low,very_high,low,very_high,good
1565,very_low,medium,high,high,very_low,medium,medium,bad
1566,high,medium,very_high,medium,very_high,very_low,very_high,good
1567,low,medium,high,very_high,very_low,high,high,bad
1568,very_low,high,high,high,medium,very_low,high,good
1569,high,very_low,medium,very_high,very_low,low,low,bad
1570,very_low,high,medium,very_high,very_high,medium,low,good
1571,low,medium,very_low,very_low,medium,very_high,low,bad
1572,very_high,high,medium,very_high,medium,very_low,high,good
1573,very_high,very_high,low,high,medium,very_low,medium,bad
1574,high,low,very_low,very_high,high,very_low,medium,good
1575,very_high,low,low,very_high,medium,medium,very_high,good
1576,high,medium,high,high,high,very_low,very_high,good
1577,medium,very_high,low,medium,very_low,low,medium,good
1578,medium,very_low,very_high,medium,high,high,low,good
1579,low,low,high,very_high,high,medium,medium,good
1580,very_high,high,high,low,very_high,very_low,very_high,good
1581,high,high,very_low,low,medium,very_high,very_low,bad
1582,very_high,low,medium,very_high,medium,very_high,medium,good
1583,medium,very_low,very_high,very_high,very_low,very_low,very_low,bad
1584,low,very_high,medium,high,low,medium,medium,bad
1585,medium,medium,medium,low,very_low,high,medium,bad
1586,very_high,medium,very_low,high,high,low,low,good
1587,low,medium,very_low,very_low,medium,very_high,very_low,bad
1588,high,very_high,medium,very_high,low,very_low,high,good
1589,low,very_low,very_high,low,high,medium,low,good
1590,high,very_low,very_high,very_high,very_high,very_high,high,good
1591,low,medium,low,low,very_high,medium,very_high,bad
1592,very_low,very_high,medium,very_low,low,medium,low,good
1593,very_low,very_high,very_high,low,high,low,very_high,bad
1594,high,medium,very_high,high,medium,very_low,very_high,good
1595,very_low,very_high,high,very_low,medium,medium,very_low,good
1596,low,high,very_high,medium,medium,medium,low,good
1597,very_high,very_high,very_low,very_low,very_high,medium,very_high,good
1598,very_low,very_low,high,high,medium,very_high,high,bad
1599,very_high,medium,low,high,low,medium,high,bad
1600,high,high,high,high,low,very_low,high,good
1601,medium,very_low,very_high,high,high,high,low,good
1602,high,low,very_low,high,medium,medium,very_low,good
1603,high,low,low,very_low,high,high,low,good
1604,medium,low,high,low,medium,very_high,very_low,good
1605,medium,medium,medium,very_low,medium,very_low,very_high,bad
1606,medium,very_high,low,high,high,medium,very_low,good
1607,high,medium,high,medium,medium,low,low,bad
1608,low,low,very_high,very_high,low,high,high,good
1609,high,low,medium,high,very_high,very_low,high,good
1610,medium,low,high,very_low,high,very_low,very_high,bad
1611,low,high,high,medium,high,high,high,bad
1612,high,high,high,very_low,very_low,low,high,good
1613,high,low,very_low,medium,very_low,very_high,low,bad
1614,very_low,low,medium,low,very_high,medium,very_high,bad
1615,medium,high,medium,low,very_low,medium,medium,bad
1616,medium,medium,medium,low,very_low,very_low,low,good
1617,low,high,medium,high,medium,medium,medium,bad
1618,low,low,low,low,low,very_high,medium,bad
1619,low,high,medium,medium,very_low,low,medium,bad
1620,medium,medium,very_low,very_low,very_high,medium,very_high,bad
1621,very_low,very_high,very_low,medium,low,high,medium,bad
1622,very_high,very_high,very_high,very_low,very_high,very_low,very_high,good
1623,very_high,very_low,high,high,very_low,low,low,bad
1624,medium,medium,medium,high,very_low,very_low,low,bad
1625,very_low,very_low,medium,very_high,low,very_high,medium,bad
1626,high,high,medium,very_high,medium,medium,low,good
1627,high,high,low,medium,medium,medium,medium,bad
1628,medium,medium,high,low,low,very_high,medium,good
1629,high,very_low,very_low,very_high,very_low,high,low,good
1630,high,high,low,low,low,very_high,low,good
1631,very_low,low,very_high,high,low,very_high,high,bad
1632,very_low,medium,very_high,very_high,very_low,high,high,bad
1633,medium,very_high,low,high,high,medium,low,good
1634,medium,high,low,medium,medium,high,low,good
1635,low,high,medium,very_high,very_low,high,high,bad
1636,very_low,very_high,medium,low,very_high,low,very_low,good
1637,very_low,low,very_low,very_low,very_high,very_high,high,bad
1638,low,high,low,high,high,medium,medium,good
1639,low,very_high,high,very_high,medium,very_low,very_high,good
1640,medium,medium,high,low,medium,very_high,medium,good
1641,high,low,high,very_high,medium,high,high,good
1642,medium,high,high,low,low,high,very_low,good
1643,low,high,high,very_high,low,low,high,bad
1644,very_high,very_low,medium,high,very_low,very_low,very_low,bad
1645,high,high,very_high,very_low,medium,very_low,very_high,good
1646,high,very_low,very_high,very_low,medium,very_high,low,good
1647,low,very_high,medium,high,high,medium,high,bad
1648,high,high,very_low,high,medium,very_high,very_low,bad
1649,very_low,high,high,very_low,low,high,very_low,good
1650,low,low,medium,low,very_high,high,high,bad
1651,medium,high,high,very_high,low,very_low,high,bad
1652,very_high,very_high,very_low,very_high,very_low,medium,very_high,bad
1653,medium,very_high,very_low,low,low,high,high,good
1654,low,high,very_high,very_high,very_low,very_low,medium,bad
1655,high,very_low,very_low,very_high,very_low,very_high,very_low,bad
1656,high,medium,medium,high,very_low,low,medium,bad
1657,medium,low,low,medium,very_high,very_high,medium,bad
1658,medium,very_high,high,very_high,very_low,low,low,bad
1659,low,low,very_high,low,medium,medium,very_high,good
1660,low,very_high,very_low,high,very_low,low,low,good
1661,low,very_high,high,very_low,high,very_low,very_high,good
1662,very_high,high,very_low,high,very_low,low,low,bad
1663,medium,very_low,medium,high,high,very_high,high,bad
1664,low,very_high,high,medium,medium,very_low,medium,bad
1665,high,high,medium,high,high,low,high,bad
1666,low,high,high,high,high,high,very_high,good
1667,low,low,medium,very_low,low,very_high,low,bad
1668,very_high,low,very_low,low,low,medium,high,bad
1669,high,very_low,medium,low,very_high,very_low,high,good
1670,medium,medium,high,medium,low,low,very_high,bad
1671,low,medium,high,high,medium,medium,low,good
1672,low,very_low,low,medium,very_low,high,very_low,bad
1673,very_low,medium,very_high,low,high,medium,very_low,good
1674,low,high,low,high,very_low,medium,medium,bad
1675,very_high,very_low,medium,very_low,very_high,low,high,good
1676,medium,medium,high,high,low,medium,medium,bad
1677,very_low,low,medium,low,medium,high,very_high,bad
1678,medium,high,low,high,medium,medium,medium,bad
1679,high,low,very_low,low,high,high,very_high,bad
1680,low,medium,medium,medium,very_high,high,medium,bad
1681,medium,low,high,medium,low,very_high,high,good
1682,very_low,medium,very_high,very_high,very_high,very_low,very_low,good
1683,very_low,low,medium,medium,very_high,very_high,medium,bad
1684,very_high,low,low,very_low,very_high,medium,high,good
1685,high,low,medium,very_high,low,very_low,low,good
1686,medium,very_high,low,high,low,high,medium,bad
1687,medium,very_low,high,high,medium,high,low,good
1688,high,very_low,low,high,low,low,low,good
